Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
Diaph1	5.37	8.06	7.87	7.2	6.81	9.99	6.66	8.51	4.53	11.43	9.41	6.52
Itga9	11.08	11.39	15.91	11.17	7.95	14.74	8.67	13.78	10.15	18.11	10.17	12.52
Psmd12	66.4	93.72	83.22	67.26	69.75	46.09	75.74	50.34	58.48	109.33	60.98	66.29
H6pd	17.36	6.18	3.65	3.54	4.06	9.27	4.31	8.67	14.95	5.21	3.55	3.47
Hexim1	12.23	15.54	11.11	9.31	11.43	16.8	11.62	19.08	11.35	16.8	11.05	9.46
Btbd35f23	0.03	0	0	0	0	0	0	0	0	0	0	0
Mrpl57	71.62	55.55	83.73	71.15	59.03	65.94	69.14	61.48	67.8	62.25	66.87	65.71
Nme4	101.18	99.99	92.85	76.3	95.82	67.96	106.02	70.6	92.72	77.55	59.85	73.2
Lta4h	61.1	65.84	57.76	41.42	49.08	54.9	53.42	54.18	59.55	65.48	44.67	45.33
Lhb	0.25	1.01	0.33	0.48	0.75	0.25	0.65	0.33	0.39	1.06	1.03	1.02
Plpbp	20.16	26.48	24.75	18.14	20.04	19.66	22.54	20.05	17.92	31.95	20.85	18.33
Nov	0.98	0.47	0.27	0.2	0.42	3.94	0.5	5.58	1.49	0.61	0.22	0.25
Hacd3	33.13	60.46	48.42	38.07	42.48	38.3	46.29	37.21	28.3	57.24	39.35	38.01
Shox2	2.07	128.23	5.25	7.25	86.61	26.79	92.47	29.98	5.64	9.61	3.89	6.07
Gng3	0.47	1.48	2.76	4.18	1.12	5.27	1.3	4.79	0.72	4.53	4.98	3.1
AK138135	0	0.15	0.07	0.04	0.02	0.38	0.04	0.3	0	0	0	0.03
Pxmp2	5.39	4.12	6.71	3.78	3.63	2.1	3.94	2.38	4.09	6.14	3.48	5.17
Mir466h	0	0	0	0	0	0	0	0	0	0	0	0
Hspb7	1.84	0.06	0.05	0	0.01	0.15	0.06	0.18	3.94	0.13	0.09	0.02
Pcdh7	5.46	13.31	8.17	8.38	9.39	24.53	10.04	19.96	6.25	9.59	7.91	6.95
Lrrc61	2.08	7.74	5.9	5.49	4.96	3.93	5.52	5.52	2.36	8.51	6.29	5.32
Lcorl	11.55	11.89	10.66	9.73	8	14.36	8.25	11.05	8.96	16.98	10.96	9.32
Tfpi	51.84	15.6	16.21	8.18	13.07	15.71	12.75	16.99	44.14	15.26	6.94	12.79
Cpsf3	34.66	52.06	48.46	36.59	39.02	32.61	42.31	34.46	31	59.19	40.94	34.6
Prim2	30.19	44.09	37.83	27.66	30.57	22.77	32.57	20.29	28.75	48.03	30.05	26.14
DQ565709	0	0	0	0	0	0	0	0	0	0	0	0
Gm4559	0	0	0	0	0	0	0	0	0	0	0	0
AI597479	15.43	25.19	20.84	16.08	17.92	16.55	19.02	15.85	12.9	26.57	16.21	15.54
Lrrc27	0.81	1.23	1.42	1.25	1.41	0.78	1.47	1.03	1.04	2.59	2.24	1.17
AK051928	0.71	1.82	1.78	1.34	1.27	1.84	1.35	0.95	1.08	2.08	1.38	1.57
Olfr141	0	0	0	0	0	0.12	0	0	0	0	0	0.06
Gpr165	0.13	0.13	0.13	0.23	0.17	0.2	0.16	0.35	0.23	0.17	0.35	0.19
Gm7616	0	0	0	0.14	0.2	0.22	0.06	0.13	0	0.17	0	0.3
AK139189	0.12	0.6	0.24	0.16	0.39	0.82	0.53	0.67	0.13	0.67	0.24	0.23
Rplp2	1610.57	1278.4	1857.15	1464.48	1477.74	1422.04	1705.03	1440.42	1667.85	1335.72	1651.47	1759.32
AK016178	0.08	0	0.11	0.06	0	0	0.11	0	0	0.29	0.14	0.09
Sspo	0.09	0.24	0.24	0.23	0.26	0.43	0.14	0.3	0.22	0.37	0.21	0.16
Lypd2	2.58	0	0.51	1.5	0.35	17.32	0.08	12.91	3.42	0	0.43	0.13
BC051537	0	0.06	0.05	0	0.02	0	0.08	0	0	0	0.42	0
Btbd35f5	0	0	0.09	0	0	0	0	0	0	0	0	0
Slc30a1	5.54	6.73	6.9	5.25	4.66	7.14	4.36	6.5	4.84	8.28	5.53	5.14
Tcl1b5	0	0	0	0	0.04	0	0.04	0	0	0	0.09	0.06
Stoml1	5.73	8.5	4.74	5.26	6.29	10.59	6.02	12.21	6.13	6.74	4.52	5.55
DQ727314	0	0	0	0	0	0	0	0	0	0	0	0
Tmie	0.06	0.35	0.29	0.31	0.2	0.97	0.18	0.71	0.09	0.33	0.4	0.38
DQ983581	0	0	0	0	0	0	0	0	0	0	0	0
DQ722438	0	0	0	0	0	0	0	0	0	0	0	0
Hs1bp3	5.77	6.83	6.54	5.25	4.52	5.56	5.68	6.02	5.83	7.17	5.19	4.77
Gpr176	0.13	0.09	0.14	0.09	0.09	0.35	0.11	0.23	0.01	0.09	0.09	0.11
Olfr731	0	0	0	0	0	0	0	0	0	0	0	0
Pmvk	23.47	35.62	36.19	29.06	29.84	24.96	30.7	27.49	22.81	37.79	29.92	29.63
4833427F10Rik	0.48	1.67	0.84	0.76	0.65	1.25	0.52	0.81	0.25	1.47	1.39	0.77
AB339834	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1089	0	0	0	0.16	0	0	0	0	0	0	0	0
Bora	19.95	26.69	23.99	18.05	19.25	18.03	21.46	12.67	17.93	32.8	20.55	16.7
Fdx1l	8.94	9.51	6.87	8.36	8.03	3.88	8.62	7.79	8.87	6.4	6.03	5.36
Insr	7.8	13.58	11.07	9.35	9.1	16.09	10.22	11.79	7.23	14.41	11.07	10.37
AK014209	2.06	1.83	2.36	2.87	2.04	0	2.38	3.14	1.64	3.86	4.35	3.5
4833422M21Rik	0.92	1.88	2.55	1.45	1.34	3.89	1.66	2.26	0.7	2.49	2.75	1.54
Atp23	12.02	14	11.53	8.37	13.02	8.12	12.74	8.5	10.27	10.65	7.38	8.97
Kcnc2	0.13	0	0.09	0.26	0.03	0.57	0.06	0.41	0.14	0.08	0.41	0.14
Ssxb3	0	0	0	0	0	0	0	0	0	0	0.18	0
Fat3	1.03	6.07	10.57	4.62	4.82	5.93	4.71	5.28	1.19	20	11.83	8.64
2610001J05Rik	11.92	9.99	10.95	7.39	9.02	9.64	10.94	9.77	11.81	10.75	7.52	9.38
Sln	4.82	1.76	3.03	0	2.43	18.1	1.82	20.02	9.46	1.86	0	1.99
Zfp992	2.24	9.63	5.53	3.62	5.45	4.59	7.06	4.01	2.57	8.19	4.53	3.79
AK042933	0	0	0	0	0	0	0	0	0	0	0	0
Mir7027	0	0	0	0	0	0	0	0	0	0	0	0
Snrpf	168.38	178.45	237.42	184.11	167.02	111.1	193.81	115.41	167.09	201.78	169.92	182.33
Ankrd55	0.11	0.36	0.52	0.34	0.22	1.27	0.31	1.07	0.04	0.44	0.46	0.77
Pisd	19.38	28.15	26.96	23.94	20.31	20.7	20.99	19	17.14	34.72	21.55	22.59
Olfr889	0	0	0	0	0	0	0	0	0	0	0.1	0
DQ706722	0	0	0	0	0	0	0	0	0	0	0	0
Gm11545	0.02	0.06	0	0	0.05	0.08	0.05	0	0	0.07	0.1	0
Spry3	1	0.9	1.08	0.57	0.68	0.78	0.75	0.75	0.9	1.58	0.59	1.11
Mir1945	0	0	0	0	0	0	0	0	0	0	0	0
Wdr1	98.64	114.11	91.56	86.14	84.09	95.67	90.56	100.81	92.59	126.4	78.28	79.94
Chdh	0.22	0.34	0.05	0.06	0.25	0.83	0.28	0.43	0.2	0.09	0.09	0.04
Col6a5	0.24	0.24	0.01	0.04	0.29	0.07	0.29	0.08	0.47	0.01	0.05	0.03
Iglon5	0.74	1.84	1.58	1.83	1.59	3.78	1.33	3.55	0.46	3.17	2.56	1.8
Apool	26.63	37.02	32.49	24.86	35.36	18.63	34.92	25.56	25.82	28.5	22.86	26.17
C8b	0.08	0	0	0	0	0	0	0	0	0.08	0.32	0
H2-Aa	1.13	0.08	0.07	0.15	0.04	0.31	0.17	0.49	0.6	0	0.19	0
Ifi204	1.7	0.35	0.08	0.21	0.32	1.33	0.48	0.69	0.83	0.11	0.16	0.19
AK082948	0.12	0.54	0.32	0.34	0.13	0.91	0.13	1.1	0.15	0.74	0.36	0.47
Cfap61	0.03	0.13	0.31	0.09	0.07	0.19	0.13	0.26	0.1	0.2	0.5	0.19
Cacna2d4	0.13	0.16	0.06	0.08	0.06	0.18	0.06	0.11	0.03	0.57	0.52	0.11
Stt3a	79.75	84.73	71.95	48.34	62.55	62.17	63.81	61.9	71.46	76.14	50.37	56.19
DQ710782	0	0	0	0	0	0	0	0	0	0	0	0
Pign	15.54	15.6	12.35	9.45	11.92	20.01	13.72	15.59	11.69	15.46	12.65	9.22
DQ716538	0	0	0	0	0	0	0	0	0	0	0	0
Rln1	0.25	0.14	0.45	0.55	0.06	0.34	0.45	1.03	0	0	0.56	0.61
1110059E24Rik	37.09	43.28	38.99	33.35	34.7	26.48	38.35	26.05	31.97	37.89	26.38	32.84
Tmtc4	10.44	26.2	17.27	16.32	17.99	20.33	19.04	19.26	9.5	22.8	13.22	16.04
Slc39a8	6.56	9.65	11.41	13.72	6.62	5.69	7.25	6.44	4.88	17.31	12.5	11.21
Slit2	10.05	12.56	18.88	11.44	10.56	24.75	9.59	20.74	7.77	26.53	20.32	19.69
Rhox3a	0	0	0	0.14	0	0	0	0	0	0	0	0
Cd164l2	1.26	1.95	1.36	1.7	1.92	1.83	2.51	1.47	0.97	0.2	0.57	1.06
Cyp2j8	0	0	0	0.05	0	0.07	0.07	0.05	0	0.06	0	0
Sarm1	0.4	0.42	1.38	1.27	0.34	1.68	0.4	1.65	0.36	1.75	2.11	1.31
Fadd	6.14	5.91	6.1	4.79	5.13	5.17	5.13	5.16	6.67	7.12	5.65	4.63
DQ694878	0	0	0	0	0	0	0	0	0	0	0	0
She	4.27	2.32	3.64	1.98	1.83	3.41	1.82	2.83	4.04	4.27	1.78	2.74
Pdpk1	12.95	18.11	16.9	13.06	13.01	17.79	13.51	18.07	11.8	24.84	17.34	13.37
Gm20816	0	0	0	0.14	0	0	0.06	0	0	0	0	0
Gse1	4.66	5.12	8.98	4.8	3.5	8.44	4.04	6.69	3.75	16.8	9.08	6.45
Gpm6a	20.78	1.64	2.63	6.53	1.14	9.9	0.94	8.37	16.55	3.48	6.28	2.49
Tnrc6c	10.02	17.88	16.7	11.81	13.17	22.7	14.26	18.09	8.8	24.83	16.29	13.51
H2-Q5	0.55	0.66	0.78	0.31	0.93	0.09	0.38	0.07	0.23	0.85	1.11	0.77
TRNA_Tyr	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0.04	0	0	0	0	0
AI606473	0.2	0	0	0.89	0.07	4.76	0.06	6	0.13	0	0.53	0
AK033930	0	0.04	0.02	0	0.02	0.02	0.03	0.02	0	0.06	0	0.01
Coro7	4.04	5.39	7.18	5.01	4.87	6.9	4.73	6.53	3.45	10.05	5.61	5.92
AB346797	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r105	0	0	0	0	0	0	0	0	0	0.1	0	0
TRNA_Met	0	0	0	0	0	0	0	0	0	0	0	0
Gm17750	0	0.19	0.16	0.15	0.24	0	0	0.63	0	0	0.39	0.24
DQ552711	0	0	0	0	0	0	0	0	0	0	1.83	0
Mir1933	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a11	0.11	0.35	0.22	0.19	0.18	0.62	0.31	0.57	0.05	0.11	0.35	0.12
Wnk1	31.78	38.09	39.72	34.54	25.66	53.56	28.76	41.85	24.79	73.6	48.62	32.86
Carmil1	7.99	14.02	6.99	6.28	10.57	12.64	10.12	11.78	6.75	10.32	5.64	6.04
Lpar1	14.45	88.39	26.87	26.36	61.87	36.86	64.27	42.92	13.08	33.85	22.86	25.82
Dcaf7	40.98	56.7	43.89	34.78	41.39	50.22	43.91	44.13	36.27	73.3	41.77	39.99
AK010244	2.91	5.14	4.73	4.42	3.1	6.69	4.18	4.26	2.51	7.13	5.46	4.19
AY940615	0	0	0	0	0.02	0	0	0	0	0	0	0
Nifk	46.04	63.16	57.32	42.22	45.46	34.29	49.9	30.49	39.86	67.37	41.93	43.35
H2-Q4	28.45	48.14	44.69	33.47	35.08	54.53	38.6	36.27	25.89	72.67	63.05	32.81
Dzank1	0.4	0.38	0.45	0.36	0.3	1.25	0.34	1.1	0.25	0.83	0.74	0.41
Thnsl2	3.03	2.96	2.66	1.88	1.78	2.11	1.8	2.35	2.35	3.3	1.89	1.66
Cdk3-ps	0.35	1	1.17	0.85	0.91	1.52	0.63	0.77	0.33	0.98	0.51	0.51
Pcp2	0.21	1.28	0.79	0.8	0.36	0.07	0.49	0.72	0.22	1.14	0.6	0.74
AK206180	0	0	0	0	0	0	0	0	0	0	0	0
Asxl2	7.94	9.17	8.66	5.89	7.7	12.26	7.29	8.76	5.86	12.36	8.88	7.56
Atp6v0e2	3.76	3.56	12.74	9.89	2.59	11.45	3.01	11.86	4.73	16.25	13.35	8.88
Klhl6	7	2.5	5.56	2.73	3.3	2.73	2.61	2.97	6.78	6.51	3.69	4.37
AK045502	0.03	0.03	0.06	0	0.04	0.12	0.02	0.12	0.03	0	0.05	0.01
Gm20877	0	0	0	0	0	0	0	0	0	0	0	0
Arl5c	2.47	2.78	5.73	5.48	3.36	3.01	2.26	4.06	3.19	3.77	4.02	4.9
Cga	0	0	0	0.33	0	0.69	0	1.16	0	0	0	0.09
Plcg2	1.33	2.99	5.9	3.81	1.99	1.54	2.1	1.53	1.24	7.84	4	3.57
AB350106	0	0	0	0	0	0	0	0	0	0	0	0
DQ708022	0	0	0	0	0	0	0	0	0	0	0	0
Mir1898	0	0	0	0	0	0	0	0	0	0	0	0
DQ692972	0	0	0	0	0	0	0	0	0	0	0	0
Zmym1	12.42	19.35	18.31	14.18	14.86	14.22	16.4	11.1	10.01	26.07	15.15	14.66
Mnat1	34.74	54.73	48.91	42.46	42.76	42.23	50.49	36.79	32.23	57.21	38.92	37.62
AK157006	0.9	1.35	1.24	1.02	1.15	2.35	1.33	1.85	1	1.71	1.14	1
Aldh1a1	4.58	0.04	0.62	2.37	0.07	1.99	0.14	1.42	7.03	0.18	2.09	0.76
Lcn11	0	0	0	0	0	0	0	0	0	0	0	0
Dytn	0	0	0	0	0.03	0.13	0.01	0.06	0	0	0.11	0
Grin2c	0.06	0.77	0.63	0.34	0.61	0.02	0.49	0.03	0.14	0.49	0.45	0.5
Rfx1	6.4	7.83	9.4	6.33	5.52	7.78	6.08	6.14	6.41	12.72	7.34	6.8
Mrgbp	29.77	27.94	29.1	22.15	23.74	20.99	24.64	22.67	26.77	34.84	20.39	22.19
KY468118	0.48	0.24	1.14	0.67	0.5	1.94	0.37	0.5	0.16	1.21	0.68	1
Kbtbd4	17.16	23.46	21.53	16.8	19.72	15.03	20.28	17	15.67	29.19	18.16	16.8
AB346746	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h6	6.58	9.6	7.68	4.72	8.04	8.16	8.74	8.95	6.49	9.49	5.87	6.01
Senp2	13.63	24.55	22.18	16	17.58	20.2	18.94	17.04	11.68	31.54	20.21	17.54
DQ697422	0	0	0	0	0	0	0	0	0	0	0	0
Tmem179	0.36	0.54	0.21	0.75	0.07	1.16	0.18	1.23	0.38	0.5	0.44	0.48
DQ723782	0	0	0	0	0	0	0	0	0	0	0	0
Nudt8	6.58	11.54	10.92	7.21	9.72	11.07	9.28	9.67	7.36	10.22	7.92	8.01
Ovol3	0.16	0.3	0.45	0.24	0.37	0.37	0.17	0.07	0.2	0.32	0.31	0.27
AK086757	11.21	6.18	5.76	4.49	5.03	14.04	5.28	12.67	10.04	7.89	3.7	4.68
DQ726668	0	0	0	0	0	0	0	0	0	0	0	0
Sigirr	1.71	0.7	1.24	0.73	0.64	0.93	0.49	1.21	1.98	1.39	0.67	1.34
Trdv5	0	0	0	0	0	0	0	0	0	0	0	0
Dicer1	22.25	46.96	47.49	35.72	34.92	43.73	36.5	31.9	19.12	79.25	54.61	38.63
DQ551586	0	0	0	0	0	0	0	0	0	0	0	0
Pou2f3	0.02	0.03	0.06	0	0.07	2.72	0.03	1.67	0	0.07	0.03	0
Vmn2r58	0	0.03	0	0	0	0	0	0	0	0.03	0.1	0
Swsap1	7.4	13.93	10.72	7.86	9.08	8.07	9.77	8.07	7.15	13.56	8.57	7.76
Kdm2b	18.07	49.75	43.05	31.29	35.8	22.6	37.41	22.46	17.02	55.11	41.33	36.81
AK036072	0.39	1.1	1.25	1.15	0.67	1.2	0.81	0.81	0.52	1.85	1.46	1.03
DQ556181	0	0	0	0	0	0	0	0	0	0	0	0
AK165607	0	0	0	0	0	0	0	0	0	0	0	0
Tecr	123.68	192.5	190.01	151.02	174.64	134.9	172.53	145.89	120.55	180.86	138.82	152.9
Lrrtm1	1.47	3.14	2.14	2	1.84	6.56	2.25	7.91	1.17	2.01	2.35	1.38
Cldn23	0.09	4.19	0.92	1.01	2.76	6.66	3	5.58	0.58	1.14	1.11	1.25
Olfr1143	0	0.1	0	0	0	0	0	0.16	0	0	0.1	0
AK003793	0.14	0.08	0.13	0	0.19	0	0.06	0.45	0	0	0.16	0.39
Olfr930	0	0	0	0	0	0	0	0	0	0	0	0
Pcyt1a	18.28	23.9	20.11	16.38	17.37	14.87	18.52	16.34	15.22	29.73	17.14	16.8
Gm19519	0	0	0	0	0	0	0	0	0	0.06	0	0
4930474M22Rik	0.1	0.32	0	0.13	0.27	1.78	0.32	1.07	0.31	0.17	0	0
Ctps	48.38	73.56	74.69	51.34	53.18	34.36	54.82	33.6	44.45	105.75	55.1	55.42
1700003E24Rik	0	0	0	0	0	0	0	0	0	0	0.21	0
Olfr446	0	0	0	0	0.02	0	0.08	0.08	0	0	0.11	0
Myoz3	0.39	1.07	1.05	0.47	0.81	1.33	0.93	0.58	0.22	2.39	3.24	0.77
DQ557702	0	0	0	0	0	0	0	0	0	0	0	0
Gng2	25.67	23.54	22.4	24.5	18.18	24.32	19.95	24.48	21.66	34.71	24.11	24.16
Ifna16	0	0	0	0	0	0	0	0	0	0	0	0
BC064032	3.87	6.08	4.57	3.65	3.76	5.01	4.51	5.94	3.85	6.14	3.68	4.05
Tmem233	0	0	0	0	0	0	0.11	0	0	0	0.28	0
Vmn1r70	0	0.1	0	0	0	0	0	0	0	0	0.11	0
Olfr1233	0	0	0	0	0.08	0	0	0	0	0	0	0
Papola	73.29	109.67	102.88	71.54	83.27	69.3	84.95	69.76	60.71	149.47	93.51	78.47
Pola1	31.8	38.31	35.29	23.39	28.21	22.76	29.49	18.04	24.89	45.3	27.95	25.82
Gm38667	0.26	0.21	0.17	0	0.05	0.51	0.05	0.4	0.19	0.28	0.27	0.22
Klre1	0.06	0	0	0	0	0	0	0	0	0	0.1	0
Zfp644	38.93	66.96	42.64	34.1	45.33	59.97	48.45	56.08	36.62	67.14	40.57	34.82
Hotairm2	1.15	0.27	1.08	0	0.44	0	0.22	0	1.04	0	0	0
Dapk1	5.18	15.8	18.98	10.34	12.71	14.4	15.18	15.34	6.46	20.66	10.79	12.86
DQ546218	0	0	0	0	0	0	0	0	0	0	0	0
C8g	1.45	2.18	0.85	1.67	1.37	1.09	0.95	0.8	1.25	1.86	1.07	0.89
Fam3c	19.84	19.16	14.4	11.3	14.13	19.15	15.24	19.07	18.08	16.7	11.35	10.89
Chrna9	0	0	0.04	0.1	0.07	0	0.1	0.04	0	0.23	0	0.03
DQ561366	0	0	0	0	0	0	0	0	0	0	0	0
Ramp3	0.74	2.75	3.67	2.06	1.46	3.53	2	5.03	0.96	3.51	1.27	4.57
DQ712110	0	0	0	0	0	0	0	0	0	0	0	0
Prss51	0	0.1	0	0	0.04	0	0	0	0	0.1	0	0
DQ723598	0	0	0	0	0	0	0	0	0	0	0	0
Ttc34	0.02	0.27	0.22	0.21	0.3	0.07	0.15	0.04	0.07	0.2	0.22	0.12
Gm20741	0	0	0	0	0	0.15	0	0	0	0.13	0	0
Chfr	11.98	15.04	20.49	16.74	11.36	14.65	12.76	14.93	13.02	26.73	16.93	16.83
JX520808	0	0	0	0	0	0	0	0	0	0	0	0
Mmp13	0.02	0.03	0	0	0.03	0.08	0	0.03	0.02	0	0	0
Nlrp1b	0.07	0.06	0.03	0	0.06	0.12	0.06	0.03	0.01	0.02	0.02	0.08
1700123O21Rik	0.09	0	0	0	0	0	0.06	0.12	0	0	0	0
Defa22	0	0	0	0	0	0	0	0	0	0	0	0
AK082366	0	0.23	0.05	0.05	0.09	0.14	0.14	0.19	0.04	0.12	0.06	0.11
Mir6932	0	0	0	0	0	0	0	0	0	0	0	0
Brpf1	13.8	24.59	20.23	15.4	17.42	16.72	17.64	15.44	12.1	30.47	19.37	16.71
Ppp4r4	0.55	2.17	2.23	1.77	1.41	2.2	1.29	2.18	0.88	3.82	2.33	1.64
Klrc3	0	0	0	0	0.06	0	0	0	0	0	0	0
Sema3a	37.18	35.7	19.95	14.74	25.82	26.62	27.24	22.63	30.49	23.03	13.37	16.95
Pdlim3	7.22	4.57	4.67	1.82	3.63	7.89	4.29	8.56	11.46	5.54	1.59	3.7
I830077J02Rik	0.21	0.34	0.07	0.47	0.32	0	0.24	0.35	0.11	0.63	0	0.16
AB336801	0	0	0	0	0	0	0	0	0	0	0	0
AK039276	0	0	0.04	0	0.04	0.06	0.06	0	0	0.05	0	0.1
Tbc1d17	14.67	18.72	18.25	16.11	14.85	19.16	15.75	17.54	15.23	22.68	15.02	15.82
Mir6395	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0	0.2	0	0	0.13	0
Mir6378	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpul1	88.32	134.64	124.24	92.19	95.04	91.48	102.4	98.37	80.37	192.87	106.1	91.78
Apol7a	0	0	0	0.06	0.02	0	0.03	0	0	0.12	0.04	0
Cyp27b1	0.17	0.07	0.03	0.08	0.07	0.09	0.13	0.06	0.25	0.15	0.04	0.11
AK084795	2.16	3.01	2.32	1.79	2.21	2.53	2.11	1.78	1.53	3.38	3.83	1.92
DQ724898	0	0	0	0	0	0	0	0	0	0	0	0
Zfp319	6.02	6.47	7.6	5.36	4.69	6.91	5.41	7.2	5.32	11.24	7.84	6.02
AK148617	0.16	0.17	0.24	0.14	0.09	0.26	0.19	0.21	0.33	0.58	0.21	0.22
Ypel5	8.97	10.72	6.56	6.17	8.84	11.52	9.04	13.83	8.9	8.67	5.59	6.28
Cenpf	23.9	35.77	37.15	28.87	25.48	23.74	26.45	19.93	17.86	65.71	40.83	28.97
AK185415	5.71	8.56	6.57	0	5.97	7.14	10.52	5	1.34	12.49	2.96	1.2
1700016K05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Lilra6	0.06	0.08	0.03	0	0.05	0	0.02	0	0	0.15	0.13	0
AK019745	0	0	0	0	0.57	0	0	0	0	0.49	1.42	0.29
4930556N09Rik	0	0	0.07	0	0	0	0	0	0	0	0	0
DQ686126	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw18	0.14	0.06	0	0	0.02	0.14	0	0.72	0.08	0	0.24	0
Mbd1	26.95	34.44	30.39	22.62	27.73	31.62	26.36	30.54	27.55	42.24	26.7	25.69
Rab24	24.27	34.06	31.04	22.61	27.97	27.68	28.74	28.51	20.23	30.38	21.71	23.59
Synb	0	0.19	0	0.14	0.04	0	0.1	0.04	0	0.15	0.12	0.04
Rrnad1	8.5	11.94	11	9.31	10.05	9.99	10.66	8.92	7.05	12.51	10.14	8.82
Cct6b	0.34	0.19	0.23	0.19	0.14	0.29	0.11	0.04	0.13	0.2	0.1	0.15
Msmo1	31.27	71.25	70.32	59.79	54.09	26.39	57.88	25.27	28.96	80.27	65.37	54.49
AK044380	0	0	0	0.11	0.06	0	0	0	0	0.29	0	0
Cdkn1b	24.57	38.4	28.89	30.82	30.8	29.77	29.2	34.32	20.55	41.12	29.04	28.23
Chrnb3	0.02	0.17	0.14	0.29	0.22	0.35	0.25	0.45	0.09	0.7	1.61	0.14
Ap5s1	7.75	8.28	5.81	5.59	5.68	7.09	5.36	6.33	6.65	7.92	5.33	6.96
Chrna2	0.04	0	0	0	0.01	0	0.02	0.02	0.02	0.05	0.2	0
C1ra	1.92	1.2	0.93	0.59	0.7	1.33	0.6	0.96	1.46	1.39	0.54	0.31
Ascl4	0.1	0.39	0.55	0.23	0.26	0.96	0.28	2.07	0.05	0.37	0.24	0.1
AB346293	3.04	4.43	1.54	3.81	2.74	2.86	3.17	1.14	3.3	4.73	4.23	2.54
Cep85	17.01	21.29	20.47	17.14	14.87	19.16	14.91	16.52	16.9	27.05	16.23	14.84
Smc1a	63.75	105.59	78.64	59.6	72.03	58.01	77.36	56.09	58.32	117.79	68.29	62.66
AB341140	0	0	0	0	0	0	0	0	0	0	0	0
AK086575	0.2	0.14	0.53	0.52	0.23	0.63	0.4	0.46	0.03	0.98	0.29	0.62
Fanci	10.63	14.69	14.46	9.74	11.01	6.39	11.8	6.11	9.73	19.56	12.14	11.38
Slc22a29	0.03	0	0	0	0	0	0.1	0	0	0	0	0
Gde1	28.87	25.99	29.73	24.23	25.09	24.3	23.35	29.28	26.74	27.87	24.3	22.94
X56719	0	0	0	0	0.14	0	0	0	0	0.73	1.06	0
Echdc1	2.78	4.95	5.02	4.26	3.43	3.17	3.67	3.74	2.57	6.7	4.46	4.16
Mir7-2	0	0	0	0	0	0	0	0	0	0	0	0
Ipo5	115.26	143.62	172.69	116.23	105.29	76.57	110.56	70.55	106.39	235.01	153.47	123.5
M31	87.29	156.92	117.81	89.04	109.82	69.05	110.07	74.42	69.78	139.72	89.79	92.06
AK051768	1.53	2.1	2.66	2.15	1.97	3.99	1.63	2.29	1.06	3.74	2.22	1.96
Rab3c	0.17	0.41	0.74	0.73	0.32	0.7	0.37	1.1	0.1	1.9	1.82	1.29
9030624G23Rik	3.19	5.78	6.47	3.74	3.56	6.66	4.71	4.22	2.93	7.03	6	4.76
Slc5a8	0.03	0.05	0.09	0.01	0.04	0.14	0.04	0.22	0.03	0.05	0.1	0.14
Vwde	0.04	1.63	0.02	0.02	1.52	0.08	1.63	0.07	0.03	0.16	0.04	0.13
Gm10767	2.46	2.74	1.57	1.7	1.23	2.49	1.49	1.95	0.8	3.08	1.86	1.92
Slc24a1	0.16	0.06	0.12	0.03	0.06	0.04	0.05	0.08	0.05	0.08	0.15	0.05
Ldb3	1.74	0.32	0.53	0	0.17	2.82	0.31	3.16	3.89	1.16	0.11	0.6
Psg16	6.84	12.16	15.18	10.22	9.45	19.89	9.44	11.72	5.31	21.29	16.25	11.14
Eloa	16.47	19.29	15.75	11.74	15.02	20.31	15.2	19.22	14.96	25.88	15.49	13.35
Nupl1	38.59	52.18	52.7	38.71	38.53	34.98	39.89	34.38	32.13	70.6	41.08	39.02
Olfr1028	0	0	0	0	0	0	0	0	0	0	0	0
Aass	2.7	5.65	0.88	1.35	4.06	3.55	4.27	2.85	2.12	1.25	0.77	1.25
Rab30	4.12	6.13	5.4	4.24	4.89	11.98	5.44	10.74	3.53	5.68	4.79	4.55
